Date,Open_BVN,High_BVN,Low_BVN,Adj Close_BVN,Open_T03_BHP,High_T03_BHP,Low_T03_BHP,Adj Close_T03_BHP,Open_T04_FSM,High_T04_FSM,Low_T04_FSM,Adj Close_T04_FSM,Open_T05_SCCO,High_T05_SCCO,Low_T05_SCCO,Adj Close_T05_SCCO,Open_GLD,High_GLD,Low_GLD,Adj Close_GLD,Open_GCF,High_GCF,Low_GCF,Adj Close_GCF,Open_SIF,High_SIF,Low_SIF,Adj Close_SIF,Open_HGF,High_HGF,Low_HGF,Adj Close_HGF,Open_ZINC,High_ZINC,Low_ZINC,Adj Close_ZINC,Open_BZ_F,High_BZ_F,Low_BZ_F,Adj Close_BZ_F,Open_GSPC,High_GSPC,Low_GSPC,Close_GSPC,Open_DJI,High_DJI,Low_DJI,Close_DJI,Open_PEN_X,High_PEN_X,Low_PEN_X,Close_PEN_X,Year_df,BVN_Return,Trend
2017-01-05,13.0,13.09000015258789,12.770000457763672,12.529644012451172,33.05976867675781,33.541481018066406,32.9973258972168,23.502336502075195,6.329999923706055,6.78000020980835,6.309999942779541,6.710000038146973,33.4900016784668,33.849998474121094,33.189998626708984,24.47071075439453,112.16000366210938,112.94000244140625,112.06999969482422,112.58000183105469,1172.0,1183.300048828125,1171.5,1179.699951171875,16.645000457763672,16.709999084472656,16.583999633789062,16.583999633789062,2.553999900817871,2.572499990463257,2.5269999504089355,2.5295000076293945,7.599999904632568,7.690000057220459,7.570000171661377,7.610000133514404,56.540000915527344,57.34000015258789,56.0099983215332,56.88999938964844,2268.179931640625,2271.5,2260.449951171875,2269.0,19924.560546875,19948.599609375,19811.119140625,19899.2890625,3.2852001190185547,3.3835999965667725,3.2852001190185547,3.2994000911712646,2017-01-05,0.02679254776361706,1
2017-01-06,12.819999694824219,13.050000190734863,12.270000457763672,12.096924781799316,33.26494216918945,33.41659164428711,32.934879302978516,23.15155601501465,6.53000020980835,6.739999771118164,6.110000133514404,6.300000190734863,33.40999984741211,33.66999816894531,33.220001220703125,24.543781280517578,111.80999755859375,112.37999725341797,111.56999969482422,111.75,1176.5,1176.5,1171.9000244140625,1171.9000244140625,16.375,16.489999771118164,16.375,16.465999603271484,2.5174999237060547,2.5380001068115234,2.505000114440918,2.5380001068115234,7.46999979019165,7.610000133514404,7.46999979019165,7.570000171661377,56.880001068115234,57.459999084472656,56.29999923706055,57.099998474121094,2271.139892578125,2282.10009765625,2264.06005859375,2276.97998046875,19906.9609375,19999.630859375,19834.080078125,19963.80078125,3.280600070953369,3.378999948501587,3.280600070953369,3.2760000228881836,2017-01-06,-0.03453563646515789,0
2017-01-09,12.84000015258789,13.0,12.4399995803833,12.298860549926758,33.03300476074219,33.2292594909668,32.836753845214844,23.08265495300293,6.449999809265137,6.690000057220459,6.320000171661377,6.440000057220459,33.54999923706055,33.68000030517578,33.189998626708984,24.331880569458008,112.38999938964844,113.04000091552734,112.18000030517578,112.66999816894531,1173.9000244140625,1183.5999755859375,1173.0,1183.5,16.44499969482422,16.65999984741211,16.44499969482422,16.6299991607666,2.5339999198913574,2.5420000553131104,2.515000104904175,2.5299999713897705,7.650000095367432,7.78000020980835,7.579999923706055,7.75,56.86000061035156,56.9900016784668,54.7400016784668,54.939998626708984,2273.590087890625,2275.489990234375,2268.89990234375,2268.89990234375,19931.41015625,19943.779296875,19887.380859375,19887.380859375,3.3071000576019287,3.379699945449829,3.305299997329712,3.375999927520752,2017-01-09,0.0166931490250537,1
2017-01-10,12.9399995803833,13.180000305175781,12.760000228881836,12.596959114074707,34.22836685180664,34.64763641357422,34.12131881713867,24.153789520263672,6.550000190734863,6.699999809265137,6.389999866485596,6.539999961853027,34.31999969482422,34.439998626708984,33.97999954223633,24.974889755249023,112.94000244140625,113.44999694824219,112.63999938964844,113.1500015258789,1184.300048828125,1188.9000244140625,1182.300048828125,1184.199951171875,16.635000228881836,16.80299949645996,16.594999313354492,16.80299949645996,2.562000036239624,2.6135001182556152,2.562000036239624,2.6034998893737793,7.940000057220459,7.960000038146973,7.889999866485596,7.909999847412109,54.84000015258789,55.34000015258789,53.56999969482422,53.63999938964844,2269.719970703125,2279.27001953125,2265.27001953125,2268.89990234375,19876.349609375,19957.119140625,19836.029296875,19855.529296875,3.280600070953369,3.386199951171875,3.280600070953369,3.282399892807007,2017-01-10,0.02423790097772316,1
2017-01-11,12.970000267028809,13.260000228881836,12.770000457763672,12.539260864257812,34.915252685546875,35.16503143310547,34.487064361572266,24.667434692382812,6.420000076293945,6.559999942779541,6.190000057220459,6.449999809265137,34.20000076293945,34.29999923706055,33.52000045776367,24.646076202392578,112.87000274658203,114.19000244140625,112.16999816894531,113.5,1187.5,1197.0,1176.5,1195.5999755859375,16.610000610351562,16.783000946044922,16.610000610351562,16.783000946044922,2.6045000553131104,2.6045000553131104,2.5905001163482666,2.6010000705718994,7.880000114440918,7.920000076293945,7.869999885559082,7.869999885559082,53.70000076293945,55.66999816894531,53.65999984741211,55.099998474121094,2268.60009765625,2275.320068359375,2260.830078125,2275.320068359375,19887.380859375,19973.419921875,19833.16015625,19954.279296875,3.3152999877929688,3.3905999660491943,3.3152999877929688,3.3159000873565674,2017-01-11,-0.004580331593870723,0
2017-01-12,13.1899995803833,13.550000190734863,12.829999923706055,12.500797271728516,35.79839324951172,35.8519172668457,35.32560348510742,24.892934799194336,6.650000095367432,6.730000019073486,6.230000019073486,6.349999904632568,34.09000015258789,35.09000015258789,33.900001525878906,25.471752166748047,114.5199966430664,114.93000030517578,113.80999755859375,113.91000366210938,1192.699951171875,1204.300048828125,1192.300048828125,1198.9000244140625,16.780000686645508,16.780000686645508,16.780000686645508,16.780000686645508,2.5969998836517334,2.6605000495910645,2.5969998836517334,2.6605000495910645,8.029999732971191,8.029999732971191,7.920000076293945,7.920000076293945,55.22999954223633,56.43000030517578,55.029998779296875,56.0099983215332,2271.139892578125,2271.780029296875,2254.25,2270.43994140625,19926.2109375,19929.2890625,19770.470703125,19891.0,3.29259991645813,3.375,3.29259991645813,3.2927000522613525,2017-01-12,-0.003067452934082726,0
2017-01-13,12.859999656677246,13.1899995803833,12.739999771118164,12.577725410461426,35.34344482421875,35.65566635131836,35.23639678955078,24.9555721282959,6.28000020980835,6.53000020980835,6.159999847412109,6.46999979019165,34.790000915527344,35.45000076293945,34.459999084472656,25.829788208007812,113.6500015258789,114.30999755859375,113.19000244140625,114.20999908447266,1195.699951171875,1196.0,1187.699951171875,1195.300048828125,16.719999313354492,16.719999313354492,16.719999313354492,16.719999313354492,2.6414999961853027,2.680500030517578,2.6410000324249268,2.680500030517578,7.900000095367432,7.920000076293945,7.860000133514404,8.050000190734863,56.060001373291016,56.20000076293945,55.310001373291016,55.45000076293945,2272.739990234375,2278.679931640625,2271.510009765625,2274.639892578125,19912.5390625,19952.029296875,19849.380859375,19885.73046875,3.359999895095825,3.369999885559082,3.3585000038146973,3.315200090408325,2017-01-13,0.006153858594834416,1
2017-01-17,13.399999618530273,13.550000190734863,13.149999618530273,12.904668807983398,35.79839324951172,35.95896530151367,35.48617172241211,24.961841583251953,6.699999809265137,6.920000076293945,6.699999809265137,6.820000171661377,35.04999923706055,35.47999954223633,35.040000915527344,25.68364715576172,115.88999938964844,115.95999908447266,115.5,115.8499984741211,1205.5,1214.5999755859375,1200.800048828125,1212.0,17.101999282836914,17.101999282836914,17.101999282836914,17.101999282836914,2.674499988555908,2.674499988555908,2.6019999980926514,2.616499900817871,7.900000095367432,7.900000095367432,7.809999942779541,7.869999885559082,55.650001525878906,56.970001220703125,55.20000076293945,55.470001220703125,2269.139892578125,2272.080078125,2262.81005859375,2267.889892578125,19848.8203125,19882.990234375,19775.349609375,19826.76953125,3.2827000617980957,3.3696999549865723,3.2827000617980957,3.2834999561309814,2017-01-17,0.025993841243349136,1
2017-01-18,13.430000305175781,13.539999961853027,12.899999618530273,12.548879623413086,35.47725296020508,36.06601333618164,35.45941162109375,25.156023025512695,6.78000020980835,6.860000133514404,6.389999866485596,6.5,35.34000015258789,36.2400016784668,35.27000045776367,26.22435760498047,115.73999786376953,115.91999816894531,114.55999755859375,114.87000274658203,1213.5999755859375,1214.699951171875,1203.0999755859375,1211.300048828125,17.235000610351562,17.235000610351562,17.209999084472656,17.235000610351562,2.618000030517578,2.618000030517578,2.6015000343322754,2.6080000400543213,8.0,8.0,7.940000057220459,7.980000019073486,55.470001220703125,55.88999938964844,53.779998779296875,53.91999816894531,2269.139892578125,2272.010009765625,2263.35009765625,2271.889892578125,19822.73046875,19828.19921875,19739.0,19804.720703125,3.2953999042510986,3.348299980163574,3.2953999042510986,3.294800043106079,2017-01-18,-0.027570578514204525,0
2017-01-19,12.90999984741211,13.100000381469727,12.550000190734863,12.414254188537598,35.75379180908203,35.98572540283203,35.47725296020508,25.087112426757812,6.360000133514404,6.590000152587891,6.239999771118164,6.46999979019165,35.86000061035156,36.150001525878906,35.529998779296875,26.19512939453125,114.31999969482422,114.95999908447266,113.94000244140625,114.7699966430664,1200.5,1204.0,1195.800048828125,1200.9000244140625,16.966999053955078,16.966999053955078,16.966999053955078,16.966999053955078,2.6059999465942383,2.6059999465942383,2.5950000286102295,2.6015000343322754,8.0600004196167,8.0600004196167,8.010000228881836,8.039999961853027,54.310001373291016,54.75,53.900001525878906,54.15999984741211,2271.89990234375,2274.330078125,2258.409912109375,2263.68994140625,19813.55078125,19824.140625,19677.939453125,19732.400390625,3.2839999198913574,3.342099905014038,3.2839999198913574,3.281399965286255,2017-01-19,-0.010728084013517103,0
